accession	first_public	tax_id	scientific_name	base_count	last_updated	description
HQ631480	2011-08-30	307242	Drosophila ohnishii	290	2012-01-02	Drosophila ohnishii alcohol dehydrogenase (adh) gene, partial cds.
M36580	1990-08-30	7227	Drosophila melanogaster	2686	2006-11-14	D.melanogaster alcohol dehydrogenase (Adh) gene, complete cds.
U63563	1996-09-13	7262	Drosophila affinidisjuncta	898	2005-04-18	Drosophila affinidisjuncta alcohol dehydrogenase (Adh) mRNA, complete cds.
AF059888	1998-04-28	7221	Drosophila funebris	290	2005-04-15	Drosophila funebris alcohol dehydrogenase (Adh) gene, partial cds.
AY750137	2005-12-31	311482	Drosophila pseudosordidula	911	2006-07-20	Drosophila pseudosordidula alcohol dehydrogenase (Adh) gene, partial cds.
HQ631478	2011-08-30	233251	Drosophila madikerii	290	2012-01-02	Drosophila madikerii alcohol dehydrogenase (adh) gene, partial cds.
M60998	1992-04-30	7229	Drosophila miranda	3461	2006-11-14	Drosophila miranda alcohol dehydrogenase (adh) gene, complete cds.
X68164	1992-10-08	7237	Drosophila pseudoobscura	3443	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS309)
AY750126	2005-12-31	30041	Drosophila polychaeta	911	2006-07-20	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
AF081357	1999-01-18	7259	Drosophila tolteca	425	2005-04-15	Drosophila tolteca alcohol dehydrogenase (Adh) gene, partial cds.
AY006418	2001-09-04	46895	Drosophila cyrtoloma	510	2005-09-26	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.
AY750120	2005-12-31	65966	Drosophila tsigana	911	2006-07-20	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
AY750141	2005-12-31	311478	Drosophila bai	911	2006-07-20	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471635	2006-07-20	381471	Drosophila quadrisetata	711	2006-07-20	Drosophila quadrisetata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471637	2006-07-20	381475	Drosophila velox	711	2006-07-20	Drosophila velox alcohol dehydrogenase (Adh) gene, partial cds.
DQ471663	2006-07-20	40371	Drosophila lummei	711	2006-07-20	Drosophila lummei alcohol dehydrogenase (Adh) gene, partial cds.
U26844	1995-07-05	40372	Drosophila americana texana	950	2005-04-17	Drosophila texana alcohol dehydrogenase (Adh) gene, complete cds.
U26841	1995-06-30	40369	Drosophila lacicola	957	2005-04-17	Drosophila lacicola alcohol dehydrogenase (Adh) gene, complete cds.
GQ376033	2009-08-02	244254	Drosophila bunnanda	410	2009-08-03	Drosophila bunnanda alcohol dehydrogenase (ADH) gene, partial cds.
AB261139	2007-11-03	66368	Drosophila guttifera	845	2007-11-03	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.
AB932665	2015-01-14	119223	Drosophila orientacea	857	2015-01-14	Drosophila orientacea Adh gene for alcohol dehydrogenase, partial cds.
AB932675	2014-10-26	95625	Drosophila subpalustris	849	2014-10-26	Drosophila subpalustris Adh gene for alcohol dehydrogenase, partial cds.
U95253	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni W3L alcohol dehydrogenase (Adh) gene, complete cds.
X57375	1991-07-17	7245	Drosophila yakuba	975	2006-11-14	Drosophila yakuba (individual k) Adh gene for alcohol dehydrogenase
AB932649	2015-01-14	106246	Drosophila brachynephros	1100	2015-01-14	Drosophila brachynephros Adh gene for alcohol dehydrogenase, partial cds.
AB932657	2014-10-26	30031	Drosophila ornatifrons	824	2014-10-26	Drosophila ornatifrons Adh gene for alcohol dehydrogenase, partial cds.
M37262	1990-09-07	7262	Drosophila affinidisjuncta	3886	2006-11-14	D.affinidisjuncta alcohol dehydrogenase (adh) gene, exons 1-4.
U26846	1995-06-22	7244	Drosophila virilis	13087	2006-11-14	Drosophila virilis alcohol dehydrogenase (Adh-1) gene, complete cds.
U76468	1996-11-19	54075	Drosophila eohydei	899	2005-04-18	Drosophila eohydei alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
X57369	1991-07-17	7245	Drosophila yakuba	975	2006-11-14	Drosophila yakuba (individual e) Adh gene for alcohol dehydrogenase
AB033643	1999-11-16	7221	Drosophila funebris	711	2006-07-17	Drosophila funebris Adh mRNA for alcohol dehydrogenase, partial cds.
AB932658	2014-10-26	66368	Drosophila guttifera	845	2014-10-26	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.
AB932667	2014-10-26	7283	Drosophila phalerata	822	2014-10-26	Drosophila phalerata Adh gene for alcohol dehydrogenase, partial cds.
AF260697	2000-09-20	7231	Drosophila mulleri	463	2005-04-15	Drosophila mulleri alcohol dehydrogenase-related protein gene, partial cds.
EU532131	2010-01-21	529088	Drosophila tropicalis tropicalis	560	2010-01-21	Drosophila tropicalis tropicalis alcohol dehydrogenase (Adh) gene, partial cds.
KM016466	2014-09-24	7240	Drosophila simulans	476	2014-09-24	Drosophila simulans isolate KY03 alcohol dehydrogenase-related gene, intron.
LC578831	2022-04-03	95623	Drosophila palustris	706	2022-04-25	Drosophila palustris Adh gene for alcohol dehydrogenase, partial cds.
AB033641	1999-11-16	30041	Drosophila polychaeta	711	2006-07-17	Drosophila polychaeta Adh mRNA for alcohol dehydrogenase, partial cds.
AB932656	2014-10-26	7221	Drosophila funebris	845	2014-10-26	Drosophila funebris Adh gene for alcohol dehydrogenase, partial cds.
EU532132	2010-01-21	529087	Drosophila tropicalis cubana	590	2010-01-21	Drosophila tropicalis cubana alcohol dehydrogenase (Adh) gene, partial cds.
U95255	1999-01-06	7260	Drosophila willistoni	1174	2005-04-18	Drosophila willistoni Atlixco alcohol dehydrogenase (Adh) gene, complete cds.
X57373	1991-07-17	7245	Drosophila yakuba	975	2006-11-14	Drosophila yakuba (individual i) Adh gene for alcohol dehydrogenase
U26840	1995-06-30	40369	Drosophila lacicola	957	2005-04-17	Drosophila lacicola alcohol dehydrogenase (Adh-2) gene, complete cds.
AB154550	2004-04-01	30033	Drosophila kikkawai	686	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh09.
AB154556	2004-04-01	30033	Drosophila kikkawai	686	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh15.
AY095949	2003-05-01	7283	Drosophila phalerata	430	2008-12-16	Drosophila phalerata isolate pha3 alcohol dehydrogenase (Adh) gene, partial cds.
AY335197	2003-12-31	46791	Drosophila sucinea	781	2005-04-16	Drosophila sucinea clone Dsuc3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471615	2006-07-20	381448	Drosophila angor	711	2006-07-20	Drosophila angor strain E132 alcohol dehydrogenase (Adh) gene, partial cds.
EU532127	2010-01-21	46793	Drosophila paulistorum	587	2010-01-21	Drosophila paulistorum from Guyana alcohol dehydrogenase (Adh) gene, partial cds.
JX455218	2012-09-03	7240	Drosophila simulans	480	2014-01-02	Drosophila simulans isolate HW49 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976502	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_Anton_2_Principe alcohol dehydrogenase (Adh) mRNA, complete cds.
U95261	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni Manaus I alcohol dehydrogenase (Adh) gene, complete cds.
AB154542	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh01.
AF201430	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate HW00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284475	2000-11-02	7226	Drosophila mauritiana	701	2006-11-14	Drosophila mauritiana strain 152 alcohol dehydrogenase (Adh) gene, partial cds.
AF284479	2000-11-02	7226	Drosophila mauritiana	703	2006-11-14	Drosophila mauritiana strain Lig74 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471650	2006-07-20	311475	Drosophila yunnanensis	711	2006-07-20	Drosophila yunnanensis strain 244 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110510	2011-05-06	7271	Drosophila nebulosa	794	2011-06-02	Drosophila nebulosa isolate D_nebu_c2 alcohol dehydrogenase (Adh) gene, partial cds.
X78917	1994-05-03	7227	Drosophila melanogaster	96	2008-10-23	D.melanogaster Adh gene (fn46 mutant) for alcohol dehydrogenase (partial)
DQ471651	2006-07-20	119604	Drosophila lacertosa	711	2006-07-20	Drosophila lacertosa strain 239 alcohol dehydrogenase (Adh) gene, partial cds.
EU532130	2010-01-21	46793	Drosophila paulistorum	588	2010-01-21	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.
HQ110509	2011-05-06	7271	Drosophila nebulosa	794	2011-06-02	Drosophila nebulosa isolate D_nebu_c1 alcohol dehydrogenase (Adh) gene, partial cds.
KX976498	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_SanTome_city alcohol dehydrogenase (Adh) mRNA, complete cds.
M22210	1991-07-01	7227	Drosophila melanogaster	2075	2006-11-14	D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds.
M62851	1991-04-10	7277	Drosophila wheeleri	924	2006-11-14	D.wheeleri alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
X60112	1993-08-25	30013	Drosophila madeirensis	3881	2006-11-14	D.madeirensis Adh and Adh-dup genes for alcohol dehydrogenase
AB154560	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh19.
AY095944	2003-05-01	126591	Drosophila curvispina	443	2008-12-16	Drosophila curvispina isolate cur4 alcohol dehydrogenase (Adh) gene, partial cds.
KX976517	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_3_2 alcohol dehydrogenase (Adh) mRNA, complete cds.
M62741	1991-07-11	7263	Drosophila arizonae	909	2006-11-14	D.arizonae alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
JX455217	2012-09-03	7240	Drosophila simulans	480	2014-01-02	Drosophila simulans isolate HW48 alcohol dehydrogenase (Adhr) gene, intron 1.
KX375415	2017-01-03	125945	Drosophila biarmipes	1022	2017-01-03	Drosophila biarmipes strain IND_DBR_U4 alcohol dehydrogenase (Adh) gene, complete cds.
M60979	1992-04-30	7237	Drosophila pseudoobscura	3481	2006-11-14	Drosophila pseudoobscura (strain AH43) alcohol dehydrogenase (adh) gene, complete cds.
DQ471626	2006-07-20	30041	Drosophila polychaeta	711	2006-07-20	Drosophila polychaeta strain X115 alcohol dehydrogenase (Adh) gene, partial cds.
JX455214	2012-09-03	7240	Drosophila simulans	480	2014-01-02	Drosophila simulans isolate HW05 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976487	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_SJ_1 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976488	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_SJ4 alcohol dehydrogenase (Adh) mRNA, complete cds.
U95262	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni Manaus II alcohol dehydrogenase (Adh) gene, complete cds.
KX976507	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_BAR_1000_2 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976516	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_1_6 alcohol dehydrogenase (Adh) mRNA, complete cds.
U95264	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni Manaus IV alcohol dehydrogenase (Adh) gene, complete cds.
X60113	1993-08-25	7266	Drosophila guanche	4433	2006-11-14	D.guanche Adh and Adh-dup genes for alcohol dehydrogenase
AB669832	2014-01-02	1084812	Drosophila neoasahinai	837	2014-01-02	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: OKNH2K.
AB669851	2014-01-02	111875	Drosophila jambulina	831	2014-01-02	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: F76.
AB669866	2014-01-02	109356	Drosophila leontia	832	2014-01-02	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: SWB196.
AF136657	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.36X alcohol dehydrogenase (Adh) gene, partial cds.
AF175219	1999-10-06	7227	Drosophila melanogaster	951	1999-12-21	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k37 allele, complete cds.
AF459757	2002-05-16	114631	Drosophila greeni	290	2006-11-14	Drosophila greeni alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KJ767238	2014-09-04	7227	Drosophila melanogaster	872	2014-10-29	Drosophila melanogaster strain Canton S alcohol dehydrogenase (Adh) gene, partial cds.
M97638	1993-06-05	7250	Drosophila immigrans	3142	2006-11-14	Drosophila immigrans alcohol dehydrogenase (Adh and Adh-dup) genes, complete cds.
AF459770	2002-05-16	46829	Drosophila birchii	290	2006-11-14	Drosophila birchii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459776	2002-05-16	34677	Drosophila tsacasi	290	2006-11-14	Drosophila tsacasi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459777	2002-05-16	137353	Drosophila baimaii	290	2006-11-14	Drosophila baimaii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF216311	2007-06-10	7281	Drosophila microlabis	370	2010-09-07	Drosophila microlabis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
L78920	1996-06-25	7270	Drosophila mimica	822	2005-04-17	Drosophila mimica (strain 15292-2561.0) alcohol dehydrogenase gene, partial cds.
L78925	1996-06-25	7270	Drosophila mimica	822	2005-04-17	Drosophila mimica (strain 15292-2561.5) alcohol dehydrogenase gene, partial cds.
U64530	1996-08-16	7237	Drosophila pseudoobscura	3456	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS254 allele, complete cds.
AB669826	2014-01-02	47315	Drosophila auraria	843	2014-01-02	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A662.
AB669831	2014-01-02	1084812	Drosophila neoasahinai	838	2014-01-02	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: KMJM37.
AB669836	2014-01-02	137068	Drosophila subauraria	842	2014-01-02	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KT4.
AB669837	2014-01-02	137068	Drosophila subauraria	842	2014-01-02	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: ONM29.
AB669846	2014-01-02	73917	Drosophila seguyi	835	2014-01-02	Drosophila seguyi Adh gene for alcohol dehydrogenase, partial cds, strain: K59.
AB669854	2014-01-02	60717	Drosophila punjabiensis	836	2014-01-02	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: NHO122.
AB669856	2014-01-02	94109	Drosophila watanabei	826	2014-01-02	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: SWB248.
AF136662	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.46X alcohol dehydrogenase (Adh) gene, partial cds.
AF136685	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.36Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136690	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.48Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136691	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.10Y alcohol dehydrogenase (Adh) gene, partial cds.
AF175214	1999-10-06	7227	Drosophila melanogaster	951	1999-12-21	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h21 allele, complete cds.
AF459744	2002-05-16	7246	Drosophila affinis	290	2006-11-14	Drosophila affinis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459769	2002-05-16	137354	Drosophila barbarae	290	2006-11-14	Drosophila barbarae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459778	2002-05-16	73155	Drosophila biauraria	290	2006-11-14	Drosophila biauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AM181670	2006-02-15	103775	Drosophila gunungcola	628	2006-11-14	Drosophila gunungcola partial adh gene for alcohol dehydrogenase, exons 1-3
L78921	1996-06-25	7270	Drosophila mimica	822	2005-04-17	Drosophila mimica (strain 15292-2561.1) alcohol dehydrogenase gene, partial cds.
U64552	1996-08-16	7237	Drosophila pseudoobscura	3490	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS336 allele, complete cds.
AB669879	2014-01-02	7274	Drosophila serrata	839	2014-01-02	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: Q122.
AF201424	2000-07-03	7227	Drosophila melanogaster	494	2006-11-14	Drosophila melanogaster isolate Zimbabwe 53 alcohol dehydrogenase (Adhr) gene, intron 1.
EU999243	2008-09-09	40366	Drosophila americana	845	2008-09-09	Drosophila americana isolate FP99.45 alcohol dehydrogenase (Adh) gene, partial cds.
EF560578	2008-05-01	306030	Drosophila viracochi	624	2008-07-12	Drosophila viracochi pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
AB669869	2014-01-02	307244	Drosophila ogumai	837	2014-01-02	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN3.
AB669871	2014-01-02	307242	Drosophila ohnishii	844	2014-01-02	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY309.
AF136680	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.21Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136707	1999-06-03	40372	Drosophila americana texana	884	2005-04-15	Drosophila americana texana LP97.07 alcohol dehydrogenase (Adh) gene, partial cds.
AF459755	2002-05-16	30050	Drosophila varians	290	2006-11-14	Drosophila varians alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459773	2002-05-16	67532	Drosophila quadraria	290	2006-11-14	Drosophila quadraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459782	2002-05-16	137077	Drosophila parvula	290	2006-11-14	Drosophila parvula alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U64540	1996-08-16	7237	Drosophila pseudoobscura	3475	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS296 allele, complete cds.
U64541	1996-08-16	7237	Drosophila pseudoobscura	3500	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS301 allele, complete cds.
AF136669	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.27X alcohol dehydrogenase (Adh) gene, partial cds.
AF459779	2002-05-16	137072	Drosophila kanapiae	290	2006-11-14	Drosophila kanapiae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U64525	1996-08-16	7237	Drosophila pseudoobscura	3472	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS236 allele, complete cds.
U64534	1996-08-16	7237	Drosophila pseudoobscura	3477	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS268 allele, complete cds.
U76472	1996-11-19	7224	Drosophila hydei	897	2005-04-18	Drosophila hydei strain 4 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136679	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana D.am-.0Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541091	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH1_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541213	2005-03-01	7279	Drosophila falleni	554	2005-08-04	Drosophila falleni strain Roc_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
LC057204	2019-06-04	1660392	Drosophila sp. 14028-0511.00	838	2019-06-04	Drosophila sp. 14028-0511.00 Adh gene for alcohol dehydrogenase, partial cds.
AY340282	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant DN01.02X alcohol dehydrogenase (Adh) gene, partial cds.
AY364507	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364517	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541090	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH1_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541092	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH2_M25 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
M60989	1992-01-26	46244	Drosophila pseudoobscura bogotana	3479	2008-10-03	Drosophila pseudoobscura (subsp. bogotana, strain BOGER) alcohol dehydrogenase (adh) gene, complete cds.
AB669860	2014-01-02	103765	Drosophila bocki	831	2014-01-02	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: IR2-37.
AB703315	2012-03-18	7246	Drosophila affinis	405	2012-03-18	Drosophila affinis Adh gene for alcohol dehydrogenase, partial cds, clone: D.affinis.
AY364498	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY541098	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH3_M78 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541099	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH4_M1 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
EF216310	2007-06-10	426742	Drosophila dianensis	429	2010-09-07	Drosophila dianensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
LC057199	2019-06-04	94114	Drosophila trilutea	831	2019-06-04	Drosophila trilutea Adh gene for alcohol dehydrogenase, partial cds, strain: VT05-ST.
AB669884	2014-01-02	1084936	Drosophila fengkainensis	841	2014-01-02	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: const-MTK.
AY364496	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
KJ767241	2014-09-04	7240	Drosophila simulans	868	2014-10-29	Drosophila simulans strain 14021-0251.167 alcohol dehydrogenase (Adh) gene, partial cds.
AB669867	2014-01-02	74550	Drosophila lini	844	2014-01-02	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: BG3146.1.
AB669893	2014-01-02	137078	Drosophila truncata	830	2014-01-02	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN10 D225.
AH011593	2016-04-08	29029	Drosophila eugracilis	566	2016-04-08	Drosophila eugracilis strain 4026-0451.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340281	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant DN01.01X alcohol dehydrogenase (Adh) gene, partial cds.
AY364518	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541094	2004-12-13	198719	Drosophila innubila	522	2005-08-24	Drosophila innubila strain CH2_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874375	2005-05-31	7241	Drosophila subobscura	1406	2005-05-31	Drosophila subobscura strain line 36 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
X54813	1991-07-23	7216	Drosophila ambigua	4185	2006-11-14	D.ambigua gene for alcohol dehydrogenase (ADH) (EC 1.1.1.1)
AY874363	2005-05-31	7241	Drosophila subobscura	1425	2005-05-31	Drosophila subobscura strain line 3a alcohol dehydrogenase (Adh-Twain) gene, partial cds.
U76482	1997-03-06	7231	Drosophila mulleri	902	2005-04-18	Drosophila mulleri strain -1371.19 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY154850	2003-03-03	7263	Drosophila arizonae	878	2005-04-16	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154861	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB669842	2014-01-02	114631	Drosophila greeni	830	2014-01-02	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0712.00.
AY044122	2002-08-06	157053	Drosophila annulipes	722	2006-11-14	Drosophila annulipes alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044126	2002-08-06	7291	Drosophila albomicans	725	2006-11-14	Drosophila albomicans alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
LC057198	2019-06-04	29030	Drosophila takahashii	830	2019-06-04	Drosophila takahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0311.06.
M17837	1991-07-01	7227	Drosophila melanogaster	7242	2006-11-14	D.melanogaster (strain Ja-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669862	2014-01-02	61426	Drosophila diplacantha	829	2014-01-02	Drosophila diplacantha Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0586.00.
AY154847	2003-03-03	7263	Drosophila arizonae	878	2005-04-16	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154855	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154857	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154860	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17831	1991-07-01	7227	Drosophila melanogaster	2726	2006-11-14	D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
M17834	1991-07-01	7227	Drosophila melanogaster	2769	2006-11-14	D.melanogaster (strain Fr-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
DQ471609	2006-07-20	381457	Drosophila cf. cheda BCW-2006	711	2006-07-20	Drosophila cf. cheda BCW-2006 strain 241 alcohol dehydrogenase (Adh) gene, partial cds.
AB932668	2014-10-26	133991	Drosophila polymorpha	833	2014-10-26	Drosophila polymorpha Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2231.00.
AB932670	2014-10-26	95624	Drosophila quinaria	851	2014-10-26	Drosophila quinaria Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701-1.
AY154869	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
M60990	1992-04-30	46244	Drosophila pseudoobscura bogotana	3472	2006-11-14	Drosophila pseudoobscura bogotana strain BOG 3389.1 alcohol dehydrogenase (adh) gene, complete cds.
AB669885	2014-01-02	137072	Drosophila kanapiae	838	2014-01-02	Drosophila kanapiae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0541.00.
AF067282	1998-07-02	77129	Drosophila helvetica	437	2006-11-14	Drosophila helvetica alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
